11396.802	8176	65988	6598.8	1081.282	154	606	1
14519.307	12092	61894	6189.4	2169.819	196	883	1
19591.15	16681	66214	6621.4	3953.472	236	892	1
20609.083	15210	72580	7258	3373.004	235	876	1
10593.7	11147	66082	6608.2	1657.112	137	855	1
16465.225	24597	68273	6827.3	3746.117	177	879	1
12837.244	13114	73826	7382.6	2116.016	148	884	1
17013.441	17845	72710	7271	2635.992	188	889	1
19550.379	20363	76385	7638.5	5165.453	202	914	1
22104.035	15689	79072	7907.2	3282.239	233	925	1
18506.342	16809	71134	7113.4	3671.953	210	897	1
14658.844	18043	66535	6653.5	3546.669	173	761	1
15897.282	15066	57896	3437.137	12460.146	218	788	1
19452.409	20910	51557	4030.958	15421.451	268	819	1
25954	20862	56590	8735.069	17218.931	335	791	1
14502.843	13721	38103	3182.448	11320.395	280	703	1
8263.439	13652	24488	2864.11	5399.329	217	610	1
7914.331	13148	14592	5397.161	2517.17	285	707	1
5305.699	2266	2557	340.825	4964.875	1100	708	1
8202.089	2373	3954	350.167	7851.923	1296	625	1
5293.585	1431	4509	129.807	5163.778	891	348	1
4440.053	1173	4388	101.565	4338.487	798	309	1
2274.299	749	3284	61.109	2213.191	564	578	1
3479.093	1475	2801	158.139	3320.954	814	712	1
3624.818	0	12613	1261.3	0	287	712	2
3730.93	4594	6308	630.8	858.747	342	1517	2
4277.676	4247	6833	683.3	812.698	386	1020	2
4545.653	0	10563	1056.3	0	430	1331	2
4465.358	0	10159	1015.9	0	440	956	2
4895.97	0	12728	1272.8	0	385	771	2
3542.584	0	20042	2004.2	0	177	150	2
5577.202	0	18633	1863.3	0	299	92	2
5674.735	5652	7916	791.6	977.747	418	84	2
5404.857	11446	8017	801.7	934.078	278	74	2
6086.574	6944	8097	809.7	1023.649	405	99	2
4911.951	5749	8008	800.8	946.459	357	83	2
5375.484	4912	8667	1036.258	4339.227	396	85	2
5699.941	4150	8837	960.331	4739.61	439	92	2
4862.532	3187	8504	907.039	3955.493	416	419	2
4509.159	3283	7628	1027.081	3482.078	413	1073	2
5220.21	4147	6928	1300.513	3919.697	471	1021	2
4445.974	3085	7751	875.646	3570.328	410	2035	2
3772.43	3371	7009	749.257	3023.174	363	1039	2
3814.611	2783	7412	601.074	3213.537	374	1301	2
3972.242	2244	6951	518.802	3453.44	432	1400	2
2145.951	1558	5265	405.365	1740.586	315	1814	2
2779.593	2147	3902	699.617	2079.976	460	2504	2
3008.306	1979	4149	491.269	2517.038	491	3573	2
17699.522	0	107455	10745.5	0	165	54	3
19949.331	77021	96435	9643.5	3117.84	115	136	3
21623.934	40070	116459	11645.9	2390.183	138	147	3
21513.473	30070	0	0	2487.822	144	156	3
26263.274	32547	0	0	3194.681	154	204	3
36294.538	30004	0	0	3029.798	217	172	3
22758.171	9941	0	0	2233.403	217	204	3
24406.221	17851	83337	8333.7	2852.424	241	153	3
26802.018	29853	90475	9047.5	4203.757	223	123	3
30798.899	34518	105473	10547.3	4264.719	220	178	3
46952.791	109279	125198	12519.8	5469.718	200	192	3
54088.826	20757	138594	13859.4	4629.205	339	228	3
53888.18	17966	127010	6969.435	35231.056	361	144	3
63323.092	30634	126594	3291.768	53485.752	392	125	3
62763.964	28859	140043	2968.564	59795.399	372	212	3
51301.305	88188	147843	2261.621	49039.684	217	116	3
38580.616	14572	136616	2360.962	36219.654	255	125	3
76566.223	74207	139990	6356.501	62100.296	357	158	3
43080.668	20567	123164	3408.617	35212.252	297	137	3
55525.764	49508	125508	5367.779	46394.874	317	162	3
40225.201	37118	152172	2776.76	37448.442	213	134	3
50538.945	20018	155382	3335.61	47203.336	288	257	3
36738.824	22810	146443	1609.026	35129.798	217	146	3
35095.07	24678	137633	1352.021	33743.048	216	164	3
22108.948	12326	32840	3284	4593.721	490	724	4
31957.466	0	50479	5047.9	0	633	967	4
45585.473	0	46929	4692.9	0	970	989	4
40202.86	0	51822	5182.2	0	776	766	4
19175.189	0	39436	3943.6	0	486	1694	4
18027.968	0	43714	4371.4	0	412	604	4
13064.548	11644	18866	1886.6	5227.684	428	18962	4
12307.296	14529	16330	1633	5108.493	399	614	4
15583.264	18101	20273	2027.3	6664.802	406	633	4
22222.019	19589	26807	2680.7	7888.453	479	625	4
22022.773	15400	31045	3104.5	5560.839	474	639	4
17601.303	12789	29073	2907.3	4083.165	420	629	4
16047.881	12302	25766	3699.204	12346.814	422	604	4
21560.632	18856	27370	5993.748	15566.884	466	668	4
22640.719	14819	31288	5159.201	17481.518	491	704	4
15222.349	10755	28092	3246.813	11975.536	392	624	4
14555.266	11439	22500	3750.094	10805.172	429	535	4
14808.012	13109	23955	4506.911	10301.101	400	632	4
11361.328	10252	22734	3029.552	8331.776	344	682	4
17162.551	16336	24911	5912.562	11249.989	416	680	4
15070.869	10276	27511	3182.243	11888.626	399	707	4
13068.175	10057	24856	3091.879	9976.296	374	678	4
12861.144	8934	20702	4051.416	8809.728	434	686	4
13228.683	11664	19896	3737.003	9491.68	419	640	4
2165.104	2395	3654	365.4	697.301	358	3129	5
2470.093	2508	4191	419.1	813.417	369	3509	5
3229.308	3121	4447	444.7	1437.732	427	2230	5
3861.322	4861	5347	534.7	1448.325	378	4334	5
2874.886	2701	5497	549.7	817.584	351	4736	5
3899.408	3761	5977	597.7	1019.984	400	1777	5
3430.486	3209	6511	651.1	876.293	353	3596	5
4124.545	3773	6587	658.7	1085.72	398	2237	5
4847.4	4494	6882	688.2	1554.527	426	1597	5
5174.601	4460	7359	735.9	1578.066	438	1537	5
5156.399	5502	7646	764.6	1658.285	392	1090	5
5031.437	6078	8852	885.2	1868.037	337	987	5
4407.142	5796	10811	1482.694	2924.448	265	652	5
6345.044	10057	12109	2747.493	3597.551	286	667	5
7500.284	7112	15271	2521.681	4978.603	335	1156	5
7993.489	7282	17264	3055.155	4938.334	326	999	5
4103.594	5315	19313	1360.763	2742.831	167	1144	5
4366.527	7040	21954	1616.241	2750.286	151	949	5
3171.85	4943	27191	942.75	2229.1	99	804	5
4035.942	8805	27223	1393.001	2642.941	112	835	5
3733.97	6307	28233	1199.538	2534.432	108	596	5
4534.731	6623	28720	1784.615	2750.117	128	331	5
2165.949	1068	28780	237.02	1928.929	73	210	5
1555.833	915	24763	164.485	1391.348	61	242	5
995.074	1122	1037	103.7	239.773	461	8965	6
862.375	675	885	88.5	167.799	553	8136	6
837.852	838	724	72.4	370.666	536	8728	6
889.459	902	724	72.4	223.871	547	8720	6
866.908	1418	774	77.4	255.748	395	8757	6
973.694	3945	892	89.2	311.64	201	9273	6
942.353	3439	928	92.8	264.756	216	9616	6
911.691	3687	884	88.4	238.661	199	9497	6
941.53	3000	907	90.7	163.559	241	9415	6
960.45	3127	880	88	209.611	240	9605	6
960.54	2681	836	83.6	230.595	273	9605	6
900.415	2350	815	81.5	242.74	284	9579	6
905	2658	811	201.611	703.389	261	9050	6
710	1987	779	200.702	509.298	257	8875	6
980	1261	827	325.446	654.554	469	8673	6
820	855	763	183.759	636.241	507	9318	6
1015	1531	792	344.788	670.212	437	9854	6
900	798	909	173.869	726.131	527	9890	6
1180	755	814	184.952	995.048	752	10000	6
865	783	867	163.275	701.725	524	9943	6
990	696	885	143.227	846.773	626	10102	6
1075.6	5178	708	105.625	969.975	183	9959	6
1039.99	622	695	158.676	881.314	790	9905	6
1179.8	554	832	109.448	1070.352	851	9750	6
37831.079	58697	63571	6357.1	14570.336	309	2279	7
36064.089	54210	57229	5722.9	14715.72	324	2040	7
35133.019	45392	58124	5812.4	13077.148	339	2204	7
39868.831	42200	56578	5657.8	15064.235	404	2107	7
30600.249	44126	48804	4880.4	13812.01	329	2001	7
32072.949	52701	49357	4935.7	12831.797	314	1817	7
29228.772	0	0	0	0	345	2443	7
26797.2	36363	41565	4156.5	11195.804	344	2395	7
17487.665	26316	30161	3016.1	7683.698	310	1079	7
22824.856	90756	40127	4012.7	11683.254	174	1124	7
28819.293	36692	116779	11677.9	6446.492	188	1072	7
33546.487	34483	124166	12416.6	7792.634	211	1670	7
32759.32	25387	112372	6159.063	26600.257	238	1640	7
33553.185	32742	109489	7239.036	26314.149	236	1520	7
50606.387	32911	107612	9992.929	40613.458	360	2145	7
46413.062	36845	101514	10388.254	36024.808	335	1961	7
33291.292	29548	62209	8572.795	24718.497	363	2028	7
45140.998	57497	56898	17489.144	27651.854	395	3246	7
32035.833	49766	81908	8426.009	23609.824	243	266	7
21776.236	19799	100331	3982.521	17793.714	181	190	7
25179.633	30045	107205	4302.205	20877.428	183	199	7
12993.189	8925	106148	1546.651	11446.539	113	146	7
7214.181	7314	16294	916.53	6297.651	306	155	7
9535.42	7598	10198	1592.002	7943.418	536	283	7
1512.269	1101	3203	320.3	304.559	351	1279	8
1834.293	1064	3069	306.9	284.83	444	1366	8
1978.438	914	3313	331.3	237.482	468	1455	8
1639.676	788	3269	326.9	211.216	404	1304	8
900.643	731	2779	277.9	157.24	257	1173	8
1156.469	1464	2884	288.4	167.435	266	1323	8
1267.011	1448	3023	302.3	143.199	283	1324	8
1656.617	1667	3221	322.1	366.351	339	1377	8
1821.271	1723	3318	331.8	305.496	361	1138	8
1369.18	1316	3198	319.8	219.862	303	1124	8
1417.626	706	2667	266.7	184.098	420	874	8
1289.168	843	2738	273.8	174.196	360	960	8
1079.189	710	2818	147.195	936.081	307	1128	8
1251.602	1140	2821	242.901	1008.701	316	1422	8
1753.217	1793	3137	360.968	1395.669	356	1090	8
1415.05	776	2927	213.283	1201.768	382	800	8
936.062	1007	2626	183.882	752.18	258	888	8
1280.572	1478	2848	204.769	1075.802	296	826	8
1128.88	727	2911	149.926	978.953	310	922	8
843.071	681	2615	127.763	715.308	256	1135	8
806.154	542	2400	84.489	721.665	274	1527	8
263.272	290	1845	27.363	235.909	123	1191	8
57.401	86	364	4.314	53.088	128	4415	8
37.137	106	121	8.754	28.384	164	9284	8
1468.5	2515	2480	248	659.874	294	8069	9
1099.55	2223	2096	209.6	514.652	255	6468	9
834.974	1743	1673	167.3	401.511	244	6844	9
1272.476	2366	1559	155.9	639.751	324	7620	9
1717.1	3161	2022	202.2	892.735	331	7155	9
1355.06	2473	2013	201.3	625.85	302	5576	9
1182.6	1978	1723	172.3	583.275	320	5351	9
1570.286	2658	1841	184.1	789.801	349	6626	9
1058.329	1669	1845	184.5	506.432	301	5541	9
1024.631	1427	1279	127.9	442.479	379	6877	9
986.872	1420	1309	130.9	426.018	362	6999	9
554.512	1159	1165	116.5	280.423	239	5332	9
752.592	1328	1412	411.945	457.187	317	6208	9
850.537	1310	1421	379.976	470.561	311	6443	9
1042.179	1316	1488	446.179	596	372	2232	9
699.389	828	1268	244.59	454.799	334	1439	9
523.735	1099	1022	262.088	261.647	247	2831	9
563.975	745	1218	222.925	341.05	287	3785	9
468.069	694	869	203.15	264.919	299	1176	9
619.643	836	1002	210.235	409.408	337	1359	9
483.649	604	953	172.776	310.873	311	916	9
421.686	734	829	169.597	252.089	270	1459	9
208.251	287	491	79.445	128.806	268	3414	9
134.197	280	321	53.75	80.447	223	2164	9
8578.005	8111	16813	1681.3	1300.242	344	146	10
10001.684	10706	16212	1621.2	1994.279	372	235	10
13904.338	16280	19982	1998.2	3049.792	383	202	10
10349.908	11657	22395	2239.5	1334.663	304	100	10
8493.526	13780	22143	2214.3	1549.956	236	64	10
14276.228	20492	28539	2853.9	2655.427	291	53	10
17679.709	12437	37576	3757.6	1374.471	354	66	10
16402.773	15457	40107	4010.7	1373.641	295	66	10
